Rank	Kanji	Occurrences	Percentage	Cumulative%	Heisig Index	Heisig Keyword
2843	稙	462	0.00%	99.74%	-	-
2844	嵌	460	0.00%	99.74%	2229	fit into
2845	臆	460	0.00%	99.74%	2460	cowardice
2846	來	458	0.00%	99.74%	-	-
2847	邇	457	0.00%	99.74%	-	-
2848	蚊	456	0.00%	99.74%	1728	mosquito
2849	碗	456	0.00%	99.74%	2591	teacup
2850	誹	456	0.00%	99.74%	2724	slander
2851	掩	456	0.00%	99.74%	2057	shrouded
2852	苅	454	0.00%	99.74%	2387	mow
2853	塹	452	0.00%	99.74%	-	-
2854	秤	452	0.00%	99.74%	2604	balancing scales
2855	錘	452	0.00%	99.74%	1584	spindle
2856	旛	452	0.00%	99.74%	-	-
2857	宵	452	0.00%	99.74%	189	wee hours
2858	弩	451	0.00%	99.74%	-	-
2859	凰	450	0.00%	99.74%	-	-
2860	虞	450	0.00%	99.74%	1995	uneasiness
2861	齋	450	0.00%	99.74%	-	-
2862	捗	449	0.00%	99.74%	2269	make headway
2863	誦	449	0.00%	99.75%	-	-
2864	鹵	449	0.00%	99.75%	2866	rocksalt
2865	註	448	0.00%	99.75%	2727	footnote
2866	馨	448	0.00%	99.75%	2925	ambrosial
2867	臥	448	0.00%	99.75%	2909	supinate
2868	韮	446	0.00%	99.75%	2081	leek
2869	岑	445	0.00%	99.75%	-	-
2870	藁	445	0.00%	99.75%	2400	straw
2871	萎	444	0.00%	99.75%	2355	numb
2872	萱	444	0.00%	99.75%	-	-
2873	裳	443	0.00%	99.75%	800	skirt
2874	捲	442	0.00%	99.75%	-	-
2875	賣	441	0.00%	99.75%	-	-
2876	佃	440	0.00%	99.75%	2111	work a field
2877	絨	440	0.00%	99.75%	2657	carpet yarn
2878	抒	439	0.00%	99.75%	-	-
2879	鼎	438	0.00%	99.75%	2865	tripod
2880	讀	438	0.00%	99.75%	-	-
2881	諧	437	0.00%	99.75%	-	-
2882	拿	437	0.00%	99.75%	-	-
2883	邊	436	0.00%	99.75%	-	-
2884	與	436	0.00%	99.75%	-	-
2885	楓	435	0.00%	99.75%	2471	maple tree
2886	禽	434	0.00%	99.75%	2049	fowl
2887	祢	433	0.00%	99.76%	2601	ancestral shrine
2888	懿	433	0.00%	99.76%	-	-
2889	賤	433	0.00%	99.76%	-	-
2890	賂	432	0.00%	99.76%	2738	graft
2891	攣	432	0.00%	99.76%	-	-
2892	姑	431	0.00%	99.76%	2205	mother-in-law
2893	婁	431	0.00%	99.76%	-	-
2894	咬	429	0.00%	99.76%	-	-
2895	閻	428	0.00%	99.76%	-	-
2896	蒔	427	0.00%	99.76%	2395	sowing
2897	躯	427	0.00%	99.76%	2986	body [old]
2898	疏	426	0.00%	99.76%	2922	transcription
2899	蒐	424	0.00%	99.76%	2409	collector
2900	槇	424	0.00%	99.76%	-	-
2901	痙	423	0.00%	99.76%	-	-
2902	邱	422	0.00%	99.76%	-	-
2903	瓊	421	0.00%	99.76%	-	-
2904	祚	419	0.00%	99.76%	-	-
2905	餡	419	0.00%	99.76%	-	-
2906	袂	417	0.00%	99.76%	-	-
2907	捌	415	0.00%	99.76%	2256	deal with
2908	塑	415	0.00%	99.76%	1960	model
2909	些	413	0.00%	99.76%	2046	whit
2910	錨	413	0.00%	99.76%	2765	anchor
2911	緋	413	0.00%	99.76%	2659	scarlet
2912	傲	411	0.00%	99.77%	-	-
2913	睨	411	0.00%	99.77%	-	-
2914	貪	409	0.00%	99.77%	-	-
2915	釉	408	0.00%	99.77%	-	-
2916	鉉	406	0.00%	99.77%	-	-
2917	攪	405	0.00%	99.77%	-	-
2918	繭	405	0.00%	99.77%	1880	cocoon
2919	瘤	404	0.00%	99.77%	-	-
2920	宥	403	0.00%	99.77%	2210	soothe
2921	餃	403	0.00%	99.77%	-	-
2922	棍	402	0.00%	99.77%	-	-
2923	屍	402	0.00%	99.77%	2222	corpse
2924	雫	402	0.00%	99.77%	2778	trickle
2925	萄	401	0.00%	99.77%	2379	grape vine
2926	饗	401	0.00%	99.77%	2799	feast
2927	旁	399	0.00%	99.77%	-	-
2928	斤	396	0.00%	99.77%	1125	ax
2929	禹	396	0.00%	99.77%	-	-
2930	椒	395	0.00%	99.77%	-	-
2931	擾	393	0.00%	99.77%	2268	commotion
2932	蛙	393	0.00%	99.77%	2693	frog
2933	厥	392	0.00%	99.77%	-	-
2934	禿	391	0.00%	99.77%	2606	bald
2935	椋	391	0.00%	99.77%	2474	Oriental elm
2936	竈	391	0.00%	99.77%	-	-
2937	濤	390	0.00%	99.77%	-	-
2938	頌	389	0.00%	99.77%	2794	accolade
2939	憾	389	0.00%	99.78%	631	remorse
2940	涌	389	0.00%	99.78%	-	-
2941	隗	389	0.00%	99.78%	-	-
2942	鮭	388	0.00%	99.78%	2815	salmon
2943	芙	387	0.00%	99.78%	2361	lotus flower
2944	凧	386	0.00%	99.78%	2139	kite
2945	蹊	384	0.00%	99.78%	-	-
2946	跋	382	0.00%	99.78%	-	-
2947	悉	380	0.00%	99.78%	2430	without exception
2948	柚	380	0.00%	99.78%	2486	citron
2949	糊	378	0.00%	99.78%	2650	paste
2950	竺	377	0.00%	99.78%	2642	bamboo cane
2951	蔚	375	0.00%	99.78%	2406	grow plentiful
2952	獨	375	0.00%	99.78%	-	-
2953	蟄	374	0.00%	99.78%	2684	hibernation
2954	惠	374	0.00%	99.78%	-	-
2955	蓑	374	0.00%	99.78%	2354	straw raincoat
2956	弛	373	0.00%	99.78%	2242	loosen
2957	狛	373	0.00%	99.78%	2343	a-un
2958	邁	373	0.00%	99.78%	2970	pass through
2959	漿	371	0.00%	99.78%	-	-
2960	爛	370	0.00%	99.78%	-	-
2961	煌	369	0.00%	99.78%	-	-
2962	榮	369	0.00%	99.78%	-	-
2963	諌	369	0.00%	99.78%	2708	remonstrate
2964	槙	368	0.00%	99.78%	2492	Chinese black pine
2965	丑	367	0.00%	99.78%	2040	sign of the cow
2966	厘	364	0.00%	99.78%	178	rin
2967	咳	364	0.00%	99.79%	2162	cough
2968	戎	363	0.00%	99.79%	-	-
2969	穆	363	0.00%	99.79%	2612	obeisant
2970	竄	363	0.00%	99.79%	-	-
2971	蛭	362	0.00%	99.79%	2696	leech
2972	褌	362	0.00%	99.79%	-	-
2973	琳	362	0.00%	99.79%	2554	chime
2974	蕩	359	0.00%	99.79%	2357	prodigal
2975	鰐	358	0.00%	99.79%	2824	alligator
2976	磔	358	0.00%	99.79%	-	-
2977	蟻	356	0.00%	99.79%	2686	ant
2978	燻	355	0.00%	99.79%	-	-
2979	鞠	355	0.00%	99.79%	2787	terminate
2980	彪	354	0.00%	99.79%	2876	mottled
2981	汪	354	0.00%	99.79%	-	-
2982	韋	353	0.00%	99.79%	-	-
2983	訶	352	0.00%	99.79%	-	-
2984	凋	352	0.00%	99.79%	2135	wilt
2985	閩	351	0.00%	99.79%	-	-
2986	劫	350	0.00%	99.79%	2857	kalpa
2987	卜	350	0.00%	99.79%	2103	augury
2988	霖	350	0.00%	99.79%	-	-
2989	贋	350	0.00%	99.79%	2151	counterfeit
2990	俯	349	0.00%	99.79%	-	-
2991	贖	349	0.00%	99.79%	-	-
2992	茜	348	0.00%	99.79%	2407	madder red
2993	莉	348	0.00%	99.79%	2349	hawthorn
2994	菖	347	0.00%	99.79%	2366	iris
2995	掠	345	0.00%	99.79%	2247	pillage
2996	鯛	345	0.00%	99.79%	2812	sea bream
2997	巽	345	0.00%	99.80%	2861	southeast
2998	靱	344	0.00%	99.80%	-	-
2999	荀	344	0.00%	99.80%	-	-
3000	潭	343	0.00%	99.80%	-	-
3001	漉	343	0.00%	99.80%	2304	filter
3002	鑽	343	0.00%	99.80%	-	-
3003	戌	343	0.00%	99.80%	-	-
3004	甦	342	0.00%	99.80%	2940	resucitate
3005	輻	342	0.00%	99.80%	2731	spoke
3006	訊	342	0.00%	99.80%	2713	query
3007	蕨	341	0.00%	99.80%	2405	bracken
3008	酌	341	0.00%	99.80%	1429	bartending
3009	姶	340	0.00%	99.80%	-	-
3010	楔	339	0.00%	99.80%	-	-
3011	簾	338	0.00%	99.80%	2630	bamboo blinds
3012	膀	337	0.00%	99.80%	-	-
3013	撹	337	0.00%	99.80%	2257	churn up
3014	燭	337	0.00%	99.80%	2539	candlelight
3015	胱	336	0.00%	99.80%	2457	bladder
3016	煥	336	0.00%	99.80%	-	-
3017	姚	334	0.00%	99.80%	-	-
3018	瀋	333	0.00%	99.80%	-	-
3019	賽	333	0.00%	99.80%	-	-
3020	霍	332	0.00%	99.80%	-	-
3021	僭	332	0.00%	99.80%	-	-
3022	巷	329	0.00%	99.80%	-	-
3023	猷	329	0.00%	99.80%	-	-
3024	趨	329	0.00%	99.80%	2086	scurry
3025	蓉	327	0.00%	99.80%	2362	lotus blossom
3026	凛	327	0.00%	99.80%	2138	stately
3027	托	326	0.00%	99.80%	2264	receptable
3028	什	326	0.00%	99.81%	2968	X
3029	俘	323	0.00%	99.81%	-	-
3030	趾	323	0.00%	99.81%	-	-
3031	顆	322	0.00%	99.81%	-	-
3032	鍮	320	0.00%	99.81%	-	-
3033	傅	319	0.00%	99.81%	-	-
3034	耀	317	0.00%	99.81%	2880	shimmering
3035	悶	317	0.00%	99.81%	2775	agony
3036	疋	317	0.00%	99.81%	2098	critters
3037	燐	317	0.00%	99.81%	2052	phosphorus
3038	哈	317	0.00%	99.81%	-	-
3039	樟	315	0.00%	99.81%	-	-
3040	柊	314	0.00%	99.81%	2485	holly
3041	薗	314	0.00%	99.81%	2974	park [alternate]
3042	旱	314	0.00%	99.81%	2441	dry weather
3043	埃	312	0.00%	99.81%	-	-
3044	箒	312	0.00%	99.81%	-	-
3045	閔	311	0.00%	99.81%	-	-
3046	翰	310	0.00%	99.81%	2780	quill
3047	鍬	310	0.00%	99.81%	2762	hoe
3048	囂	310	0.00%	99.81%	-	-
3049	訣	308	0.00%	99.81%	2714	split up
3050	裟	307	0.00%	99.81%	2701	monk's sash
3051	舒	306	0.00%	99.81%	-	-
3052	牒	305	0.00%	99.81%	2926	label
3053	雉	305	0.00%	99.81%	2584	pheasant
3054	亢	305	0.00%	99.81%	-	-
3055	籾	304	0.00%	99.81%	2651	unhulled rice
3056	耿	304	0.00%	99.81%	-	-
3057	鰹	303	0.00%	99.81%	2822	bonito
3058	瑜	303	0.00%	99.81%	-	-
3059	苞	302	0.00%	99.81%	-	-
3060	邉	302	0.00%	99.81%	-	-
3061	熹	301	0.00%	99.81%	-	-
3062	圃	300	0.00%	99.82%	2918	vegetable patch
3063	魃	300	0.00%	99.82%	-	-
3064	衍	299	0.00%	99.82%	-	-
3065	拌	299	0.00%	99.82%	-	-
3066	苻	299	0.00%	99.82%	-	-
3067	櫃	299	0.00%	99.82%	-	-
3068	徨	298	0.00%	99.82%	-	-
3069	閘	298	0.00%	99.82%	-	-
3070	徊	297	0.00%	99.82%	-	-
3071	塘	297	0.00%	99.82%	-	-
3072	鯱	296	0.00%	99.82%	-	-
3073	徘	296	0.00%	99.82%	-	-
3074	兌	294	0.00%	99.82%	-	-
3075	尭	294	0.00%	99.82%	2095	lofty
3076	歿	294	0.00%	99.82%	-	-
3077	饒	293	0.00%	99.82%	-	-
3078	鳶	293	0.00%	99.82%	2836	kite falcon
3079	灼	293	0.00%	99.82%	2544	refulgent
3080	晰	293	0.00%	99.82%	-	-
3081	訃	293	0.00%	99.82%	-	-
3082	廓	292	0.00%	99.82%	2235	licensed quarters
3083	娩	291	0.00%	99.82%	-	-
3084	沫	291	0.00%	99.82%	218	splash
3085	浚	290	0.00%	99.82%	-	-
3086	顛	290	0.00%	99.82%	2789	overturn
3087	檣	289	0.00%	99.82%	-	-
3088	藏	288	0.00%	99.82%	-	-
3089	繹	288	0.00%	99.82%	-	-
3090	俟	288	0.00%	99.82%	-	-
3091	桧	287	0.00%	99.82%	2495	Japanese cypress
3092	瑛	287	0.00%	99.82%	2566	crystal stone
3093	絢	286	0.00%	99.82%	2664	gorgeous
3094	錮	285	0.00%	99.82%	-	-
3095	羲	285	0.00%	99.82%	-	-
3096	脛	284	0.00%	99.82%	2989	shin
3097	樊	284	0.00%	99.82%	-	-
3098	蜷	284	0.00%	99.82%	-	-
3099	貶	284	0.00%	99.83%	-	-
3100	鞆	282	0.00%	99.83%	-	-
3101	隧	282	0.00%	99.83%	-	-
3102	腋	282	0.00%	99.83%	-	-
3103	崑	282	0.00%	99.83%	-	-
3104	蠣	281	0.00%	99.83%	-	-
3105	唖	281	0.00%	99.83%	2958	babble
3106	摯	281	0.00%	99.83%	-	-
3107	鵠	280	0.00%	99.83%	-	-
3108	廬	280	0.00%	99.83%	-	-
3109	盈	280	0.00%	99.83%	-	-
3110	髙	279	0.00%	99.83%	-	-
3111	襖	278	0.00%	99.83%	2627	sliding door
3112	砧	278	0.00%	99.83%	-	-
3113	斂	278	0.00%	99.83%	-	-
3114	褻	276	0.00%	99.83%	-	-
3115	卍	276	0.00%	99.83%	-	-
3116	佩	276	0.00%	99.83%	-	-
3117	吠	275	0.00%	99.83%	2170	barking
3118	涛	274	0.00%	99.83%	-	-
3119	咋	274	0.00%	99.83%	-	-
3120	已	274	0.00%	99.83%	2937	stop short
3121	丕	273	0.00%	99.83%	-	-
3122	虻	272	0.00%	99.83%	-	-
3123	毯	272	0.00%	99.83%	-	-
3124	碇	271	0.00%	99.83%	2587	grapnel
3125	疱	271	0.00%	99.83%	-	-
3126	羨	270	0.00%	99.83%	553	envious
3127	穎	270	0.00%	99.83%	2790	brush tip
3128	駁	270	0.00%	99.83%	2808	rebuttal
3129	枡	270	0.00%	99.83%	-	-
3130	艤	268	0.00%	99.83%	-	-
3131	豫	267	0.00%	99.83%	-	-
3132	鰻	267	0.00%	99.83%	2811	eel
3133	韶	267	0.00%	99.83%	-	-
3134	闍	267	0.00%	99.83%	-	-
3135	奸	267	0.00%	99.83%	-	-
3136	蛸	267	0.00%	99.83%	2690	octopus
3137	匁	265	0.00%	99.84%	1027	monme
3138	艘	264	0.00%	99.84%	2068	small craft
3139	蕊	264	0.00%	99.84%	2393	stamen
3140	椀	264	0.00%	99.84%	2487	wooden bowl
3141	坤	263	0.00%	99.84%	2184	authochthonous
3142	冀	262	0.00%	99.84%	-	-
3143	粥	262	0.00%	99.84%	2243	rice gruel
3144	礦	261	0.00%	99.84%	-	-
3145	姥	261	0.00%	99.84%	2204	aged woman
3146	咒	261	0.00%	99.84%	-	-
3147	氣	261	0.00%	99.84%	-	-
3148	竇	260	0.00%	99.84%	-	-
3149	槓	260	0.00%	99.84%	-	-
3150	蘂	258	0.00%	99.84%	-	-
3151	檗	257	0.00%	99.84%	-	-
3152	箋	256	0.00%	99.84%	2991	stationary
3153	眩	255	0.00%	99.84%	2581	dizzy
3154	鏑	255	0.00%	99.84%	2758	arrowhead
3155	晁	254	0.00%	99.84%	-	-
3156	圳	254	0.00%	99.84%	-	-
3157	聰	253	0.00%	99.84%	-	-
3158	絃	253	0.00%	99.84%	2669	catgut
3159	寶	253	0.00%	99.84%	-	-
3160	邯	252	0.00%	99.84%	-	-
3161	咀	251	0.00%	99.84%	-	-
3162	疽	251	0.00%	99.84%	-	-
3163	囮	250	0.00%	99.84%	-	-
3164	憚	249	0.00%	99.84%	-	-
3165	嬌	249	0.00%	99.84%	430	attractive
3166	懺	249	0.00%	99.84%	2083	penitential
3167	糟	248	0.00%	99.84%	2649	lees
3168	嗚	247	0.00%	99.84%	-	-
3169	芒	246	0.00%	99.84%	-	-
3170	鞄	246	0.00%	99.84%	2785	briefcase
3171	鶯	246	0.00%	99.84%	-	-
3172	檻	245	0.00%	99.84%	-	-
3173	瀞	245	0.00%	99.84%	2323	river pool
3174	忽	245	0.00%	99.84%	2431	instantaneously
3175	炙	245	0.00%	99.84%	-	-
3176	蔦	245	0.00%	99.84%	1945	vine
3177	禮	244	0.00%	99.84%	-	-
3178	麾	244	0.00%	99.84%	-	-
3179	舐	243	0.00%	99.85%	-	-
3180	樂	243	0.00%	99.85%	-	-
3181	幟	243	0.00%	99.85%	2233	pennant
3182	屓	242	0.00%	99.85%	-	-
3183	贔	242	0.00%	99.85%	-	-
3184	凪	242	0.00%	99.85%	2140	lull
3185	惇	242	0.00%	99.85%	2279	considerate
3186	恕	242	0.00%	99.85%	2434	sensitive
3187	筏	241	0.00%	99.85%	2629	raft
3188	窄	241	0.00%	99.85%	2614	tight
3189	潘	241	0.00%	99.85%	-	-
3190	烙	240	0.00%	99.85%	2545	branding
3191	隴	240	0.00%	99.85%	-	-
3192	茸	240	0.00%	99.85%	2394	mushroom
3193	煤	240	0.00%	99.85%	2541	soot
3194	掾	239	0.00%	99.85%	-	-
3195	鬘	239	0.00%	99.85%	-	-
3196	齧	239	0.00%	99.85%	-	-
3197	惰	238	0.00%	99.85%	629	lazy
3198	奘	238	0.00%	99.85%	-	-
3199	焙	236	0.00%	99.85%	-	-
3200	髷	236	0.00%	99.85%	-	-
3201	匍	236	0.00%	99.85%	-	-
3202	坡	236	0.00%	99.85%	-	-
3203	髣	234	0.00%	99.85%	-	-
3204	髴	234	0.00%	99.85%	-	-
3205	薮	233	0.00%	99.85%	2403	quack
3206	匐	233	0.00%	99.85%	-	-
3207	薛	233	0.00%	99.85%	-	-
3208	誼	232	0.00%	99.85%	2719	familiarity
3209	瑕	232	0.00%	99.85%	-	-
3210	鍔	232	0.00%	99.85%	-	-
3211	桔	231	0.00%	99.85%	2499	bellflower
3212	經	231	0.00%	99.85%	-	-
3213	銑	231	0.00%	99.85%	270	pig iron
3214	諺	229	0.00%	99.85%	2723	proverb
3215	蒜	229	0.00%	99.85%	2404	garlic
3216	諒	229	0.00%	99.85%	2710	verify
3217	倖	227	0.00%	99.85%	2119	bliss
3218	焔	227	0.00%	99.85%	2546	flames
3219	闊	227	0.00%	99.85%	-	-
3220	臀	226	0.00%	99.85%	-	-
3221	臺	226	0.00%	99.85%	-	-
3222	孕	226	0.00%	99.85%	2208	expecting
3223	茲	225	0.00%	99.85%	-	-
3224	睾	225	0.00%	99.86%	2929	testicle
3225	鱒	225	0.00%	99.86%	2814	trout
3226	疵	225	0.00%	99.86%	-	-
3227	蕪	224	0.00%	99.86%	2401	turnip
3228	萼	224	0.00%	99.86%	-	-
3229	瘡	223	0.00%	99.86%	-	-
3230	毫	223	0.00%	99.86%	-	-
3231	琥	222	0.00%	99.86%	-	-
3232	珀	222	0.00%	99.86%	-	-
3233	僻	221	0.00%	99.86%	2117	biased
3234	瞞	221	0.00%	99.86%	-	-
3235	迹	220	0.00%	99.86%	-	-
3236	德	220	0.00%	99.86%	-	-
3237	晟	219	0.00%	99.86%	2438	aglow
3238	煬	219	0.00%	99.86%	-	-
3239	硯	219	0.00%	99.86%	2589	inkstone
3240	赫	218	0.00%	99.86%	2908	incandescent
3241	逍	218	0.00%	99.86%	-	-
3242	稗	218	0.00%	99.86%	2608	crabgrass
3243	總	217	0.00%	99.86%	-	-
3244	袈	217	0.00%	99.86%	2700	stole
3245	裡	217	0.00%	99.86%	2973	back [old]
3246	逞	217	0.00%	99.86%	2971	tough
3247	鐸	216	0.00%	99.86%	-	-
3248	慄	215	0.00%	99.86%	-	-
3249	皓	215	0.00%	99.86%	2934	beaming
3250	聳	213	0.00%	99.86%	-	-
3251	捺	213	0.00%	99.86%	2250	impress
3252	游	213	0.00%	99.86%	-	-
3253	諷	213	0.00%	99.86%	-	-
3254	裴	213	0.00%	99.86%	-	-
3255	轍	212	0.00%	99.86%	-	-
3256	頴	212	0.00%	99.86%	-	-
3257	鴉	211	0.00%	99.86%	-	-
3258	稠	211	0.00%	99.86%	-	-
3259	綏	211	0.00%	99.86%	-	-
3260	葱	210	0.00%	99.86%	2389	onion
3261	渫	210	0.00%	99.86%	-	-
3262	躙	209	0.00%	99.86%	-	-
3263	菟	209	0.00%	99.86%	-	-
3264	癸	208	0.00%	99.86%	-	-
3265	當	207	0.00%	99.86%	-	-
3266	昴	207	0.00%	99.86%	2435	overarching
3267	蟲	207	0.00%	99.86%	-	-
3268	瓢	207	0.00%	99.86%	2911	gourd
3269	仄	207	0.00%	99.86%	2153	insinuate
3270	帷	207	0.00%	99.86%	-	-
3271	瀑	206	0.00%	99.86%	-	-
3272	號	206	0.00%	99.86%	-	-
3273	雙	206	0.00%	99.86%	-	-
3274	岱	206	0.00%	99.87%	-	-
3275	鏃	205	0.00%	99.87%	-	-
3276	炳	205	0.00%	99.87%	-	-
3277	舅	205	0.00%	99.87%	2064	father-in-law
3278	梧	205	0.00%	99.87%	3003	parasol tree
3279	咄	204	0.00%	99.87%	-	-
3280	澎	204	0.00%	99.87%	-	-
3281	狡	203	0.00%	99.87%	2337	cunning
3282	婢	203	0.00%	99.87%	2196	handmaiden
3283	笙	203	0.00%	99.87%	2628	Chinese panpipe
3284	辟	203	0.00%	99.87%	-	-
3285	滓	203	0.00%	99.87%	-	-
3286	洙	202	0.00%	99.87%	-	-
3287	蛾	202	0.00%	99.87%	2694	moth
3288	泛	202	0.00%	99.87%	-	-
3289	澱	202	0.00%	99.87%	2300	sediment
3290	倦	201	0.00%	99.87%	2108	fed up
3291	蹂	201	0.00%	99.87%	-	-
3292	沓	201	0.00%	99.87%	-	-
3293	茉	200	0.00%	99.87%	2348	jasmine
3294	摸	200	0.00%	99.87%	-	-
3295	臂	200	0.00%	99.87%	-	-
3296	髏	199	0.00%	99.87%	-	-
3297	痒	199	0.00%	99.87%	2572	itch
3298	疼	198	0.00%	99.87%	-	-
3299	漣	198	0.00%	99.87%	-	-
3300	瞰	198	0.00%	99.87%	-	-
3301	髑	197	0.00%	99.87%	-	-
3302	眷	197	0.00%	99.87%	-	-
3303	龐	197	0.00%	99.87%	-	-
3304	羞	197	0.00%	99.87%	-	-
3305	澳	196	0.00%	99.87%	-	-
3306	孚	196	0.00%	99.87%	-	-
3307	羌	196	0.00%	99.87%	-	-
3308	晏	196	0.00%	99.87%	2442	clear skies
3309	溪	196	0.00%	99.87%	-	-
3310	亦	196	0.00%	99.87%	-	-
3311	墺	195	0.00%	99.87%	-	-
3312	槐	195	0.00%	99.87%	-	-
3313	冲	194	0.00%	99.87%	-	-
3314	痰	194	0.00%	99.87%	2573	phlegm
3315	檄	194	0.00%	99.87%	-	-
3316	攀	194	0.00%	99.87%	-	-
3317	兒	194	0.00%	99.87%	-	-
3318	肴	193	0.00%	99.87%	2896	entreat
3319	恰	193	0.00%	99.87%	2281	as if
3320	甜	193	0.00%	99.87%	-	-
3321	啄	192	0.00%	99.87%	2168	peck at
3322	桝	192	0.00%	99.87%	-	-
3323	箪	192	0.00%	99.87%	2631	rattan box
3324	棹	192	0.00%	99.87%	-	-
3325	逵	192	0.00%	99.87%	-	-
3326	彅	191	0.00%	99.87%	-	-
3327	俄	191	0.00%	99.88%	2110	abrupt
3328	渭	190	0.00%	99.88%	-	-
3329	浣	190	0.00%	99.88%	-	-
3330	婉	189	0.00%	99.88%	2197	well finished
3331	杷	189	0.00%	99.88%	2501	grain rake
3332	狄	188	0.00%	99.88%	-	-
3333	魄	188	0.00%	99.88%	-	-
3334	侈	187	0.00%	99.88%	-	-
3335	嬬	187	0.00%	99.88%	2203	mistress
3336	脾	187	0.00%	99.88%	-	-
3337	悌	187	0.00%	99.88%	2283	respect for elders
3338	怜	187	0.00%	99.88%	2278	quickwitted
3339	涸	187	0.00%	99.88%	-	-
3340	崋	186	0.00%	99.88%	-	-
3341	侑	185	0.00%	99.88%	3002	condone
3342	猾	184	0.00%	99.88%	2335	sly
3343	齟	184	0.00%	99.88%	-	-
3344	齬	183	0.00%	99.88%	-	-
3345	朧	183	0.00%	99.88%	-	-
3346	唸	182	0.00%	99.88%	-	-
3347	齎	182	0.00%	99.88%	-	-
3348	綸	182	0.00%	99.88%	2656	twine
3349	奎	182	0.00%	99.88%	2932	Andromeda
3350	尸	181	0.00%	99.88%	-	-
3351	廖	181	0.00%	99.88%	-	-
3352	鮑	181	0.00%	99.88%	-	-
3353	輜	180	0.00%	99.88%	-	-
3354	諍	180	0.00%	99.88%	-	-
3355	扈	179	0.00%	99.88%	-	-
3356	佇	178	0.00%	99.88%	-	-
3357	蝉	178	0.00%	99.88%	2692	cicada
3358	鎬	178	0.00%	99.88%	-	-
3359	杓	178	0.00%	99.88%	2510	wooden ladle
3360	鋤	178	0.00%	99.88%	2756	plow
3361	笏	177	0.00%	99.88%	-	-
3362	輯	177	0.00%	99.88%	2732	assemble
3363	涵	177	0.00%	99.88%	-	-
3364	臘	177	0.00%	99.88%	-	-
3365	嚼	177	0.00%	99.88%	-	-
3366	夙	176	0.00%	99.88%	2141	earlybird
3367	柘	176	0.00%	99.88%	2517	wild mulberry
3368	攸	176	0.00%	99.88%	-	-
3369	臧	176	0.00%	99.88%	-	-
3370	滲	175	0.00%	99.88%	2291	seep
3371	澪	175	0.00%	99.88%	2285	canal
3372	帛	174	0.00%	99.88%	-	-
3373	瀾	174	0.00%	99.88%	-	-
3374	崙	173	0.00%	99.88%	-	-
3375	鉦	173	0.00%	99.88%	2770	carillion
3376	祁	173	0.00%	99.88%	-	-
3377	喀	172	0.00%	99.88%	-	-
3378	歆	172	0.00%	99.88%	-	-
3379	枇	172	0.00%	99.88%	2519	loquat
3380	咤	171	0.00%	99.88%	-	-
3381	呟	171	0.00%	99.88%	-	-
3382	茄	170	0.00%	99.88%	2372	eggplant
3383	吼	170	0.00%	99.88%	-	-
3384	滄	170	0.00%	99.88%	-	-
3385	飫	170	0.00%	99.88%	-	-
3386	鞅	170	0.00%	99.89%	-	-
3387	簗	170	0.00%	99.89%	-	-
3388	莞	169	0.00%	99.89%	2408	candle rush
3389	郤	169	0.00%	99.89%	-	-
3390	縯	169	0.00%	99.89%	-	-
3391	膾	169	0.00%	99.89%	-	-
3392	灣	168	0.00%	99.89%	-	-
3393	涜	168	0.00%	99.89%	2297	blaspheme
3394	毬	168	0.00%	99.89%	2533	furball
3395	獏	168	0.00%	99.89%	-	-
3396	肱	168	0.00%	99.89%	2469	armrest
3397	咫	168	0.00%	99.89%	-	-
3398	踵	168	0.00%	99.89%	-	-
3399	沐	167	0.00%	99.89%	2293	douse
3400	鴈	166	0.00%	99.89%	-	-
3401	鎚	166	0.00%	99.89%	2769	hammer
3402	黛	166	0.00%	99.89%	2864	blue-black
3403	暉	164	0.00%	99.89%	2440	glitter
3404	撚	164	0.00%	99.89%	2266	twirl
3405	畢	163	0.00%	99.89%	2570	lastly
3406	羹	163	0.00%	99.89%	-	-
3407	箭	163	0.00%	99.89%	2636	arrow shaft
3408	剋	162	0.00%	99.89%	-	-
3409	掬	162	0.00%	99.89%	-	-
3410	鬚	162	0.00%	99.89%	-	-
3411	蓼	162	0.00%	99.89%	-	-
3412	鈔	161	0.00%	99.89%	-	-
3413	儚	161	0.00%	99.89%	-	-
3414	蜃	161	0.00%	99.89%	-	-
3415	蕾	161	0.00%	99.89%	-	-
3416	淋	161	0.00%	99.89%	2310	solitude
3417	恫	160	0.00%	99.89%	-	-
3418	菰	160	0.00%	99.89%	2383	rush mat
3419	淹	160	0.00%	99.89%	-	-
3420	苺	159	0.00%	99.89%	2350	strawberry
3421	猜	159	0.00%	99.89%	-	-
3422	翡	158	0.00%	99.89%	-	-
3423	梟	158	0.00%	99.89%	2837	owl
3424	孜	158	0.00%	99.89%	2209	assiduous
3425	詢	158	0.00%	99.89%	2705	counsel
3426	塙	158	0.00%	99.89%	-	-
3427	澁	157	0.00%	99.89%	-	-
3428	笥	157	0.00%	99.89%	2635	wardrobe
3429	筵	157	0.00%	99.89%	-	-
3430	發	157	0.00%	99.89%	-	-
3431	朕	157	0.00%	99.89%	2027	majestic plural
3432	捩	157	0.00%	99.89%	-	-
3433	爲	157	0.00%	99.89%	-	-
3434	宸	156	0.00%	99.89%	-	-
3435	偕	156	0.00%	99.89%	-	-
